ID	Hits	Length	Normalized	Product
PF3D7_0203600	1	1908	0.000524109014675	conservedPlasmodiumprotein,unknownfunction
PF3D7_0203700	47	1320	0.0356060606061	nucleolarpreribosomalassemblyprotein,putative
PF3D7_0203800	1	1629	0.00061387354205	conservedPlasmodiumprotein,unknownfunction
PF3D7_0203900	2	1734	0.00115340253749	5'-3'exonuclease,N-terminalresolvase-likedomain,putative
PF3D7_0204000	4	2394	0.00167084377611	conservedPlasmodiumprotein,unknownfunction
PF3D7_0204100	8	6888	0.00116144018583	conservedPlasmodiumprotein,unknownfunction
PF3D7_0204300	2	2091	0.000956480153037	conservedPlasmodiumprotein,unknownfunction
PF3D7_0204500	1	1218	0.000821018062397	aspartateaminotransferase,aspartatetransaminase(AspAT)
PF3D7_0204600	4	3567	0.00112139052425	conservedPlasmodiumprotein,unknownfunction
PF3D7_0205000	2	1527	0.00130975769483	conservedPlasmodiumprotein,unknownfunction
PF3D7_0205100	17	2118	0.00802644003777	conservedPlasmodiumprotein,unknownfunction
PF3D7_0205400	1	1374	0.000727802037846	conservedPlasmodiumprotein,unknownfunction
PF3D7_0205600	12	1908	0.0062893081761	conservedPlasmodiumprotein,unknownfunction
PF3D7_0205900	2	2901	0.000689417442261	proteasome26Sregulatorysubunit,putative
PF3D7_0206000	11	4551	0.00241705119754	DNArepairendonuclease,putative
PF3D7_0206200	4	1698	0.00235571260306	metabolite/drugtransporter,putative
PF3D7_0206300	4	9201	0.000434735354853	conservedPlasmodiumprotein,unknownfunction,pseudogene
PF3D7_0206500	2	4311	0.000463929482719	conservedPlasmodiumprotein,unknownfunction
PF3D7_0206900.1	1	819	0.001221001221	merozoitesurfaceprotein5(MSP5)
PF3D7_0206900.2	1	786	0.00127226463104	merozoitesurfaceprotein5(MSP5)
PF3D7_0207000	8	819	0.00976800976801	merozoitesurfaceprotein4(MSP4)
PF3D7_0207100	12	5238	0.00229095074456	conservedPlasmodiumprotein,unknownfunction
PF3D7_0207300	2	2040	0.000980392156863	serinerepeatantigen8(SERA8)
PF3D7_0207400	1	2841	0.00035198873636	serinerepeatantigen7(SERA7)
PF3D7_0207500	7	3096	0.00226098191214	serinerepeatantigen6(SERA6)
PF3D7_0207600	8	2994	0.00267201068804	serinerepeatantigen5(SERA5)
PF3D7_0207700	6	2889	0.00207684319834	serinerepeatantigen4(SERA4)
PF3D7_0207800	2	2793	0.000716075904046	serinerepeatantigen3(SERA3)
PF3D7_0207900	3	3318	0.000904159132007	serinerepeatantigen2(SERA2)
PF3D7_0208000	9	2985	0.00301507537688	serinerepeatantigen1(SERA1)
PF3D7_0208100.1	4	5370	0.000744878957169	conservedPlasmodiumprotein,unknownfunction
PF3D7_0208100.2	4	5370	0.000744878957169	conservedPlasmodiumprotein,unknownfunction
PF3D7_0208200	1	903	0.00110741971207	RNAbindingprotein,putative
PF3D7_0208300	6	5409	0.00110926234054	conservedPlasmodiumprotein,unknownfunction
PF3D7_0208400	4	6033	0.000663020056357	conservedPlasmodiumprotein,unknownfunction
PF3D7_0208600	16	1497	0.0106880427522	ribosome-recyclingfactor,putative(RRF)
PF3D7_0208700.1	1	621	0.00161030595813	conservedPlasmodiumprotein,unknownfunction
PF3D7_0208700.2	1	669	0.00149476831091	conservedPlasmodiumprotein,unknownfunction
PF3D7_0208900	15	7527	0.00199282582702	6-cysteineprotein(P230p)
PF3D7_0209000	23	9408	0.00244472789116	6-cysteineprotein(P230)
PF3D7_0209100	6	2040	0.00294117647059	phospholipaseA2,putative
PF3D7_0209200	3	828	0.0036231884058	3'exoribonuclease,putative
PF3D7_0209300	1	723	0.00138312586445	2C-methyl-D-erythritol2,4-cyclodiphosphatesynthase(IspF)
PF3D7_0209500	6	1515	0.0039603960396	conservedPlasmodiumprotein,unknownfunction
PF3D7_0209600	1	3399	0.000294204177699	transporter,putative
PF3D7_0209700	2	1707	0.00117164616286	RINGzincfingerprotein,putative
PF3D7_0209800	3	1374	0.00218340611354	ATP-dependentRNAhelicaseUAP56(UAP56)
PF3D7_0210200	38	7767	0.00489249388438	conservedPlasmodiumprotein,unknownfunction
PF3D7_0210500	4	4041	0.000989853996536	conservedPlasmodiumprotein,unknownfunction
PF3D7_0210700	1	945	0.0010582010582	syntaxin,Qa-SNAREfamily(SYN17)
PF3D7_0211100	1	3366	0.000297088532383	conservedPlasmodiumprotein,unknownfunction
PF3D7_0211300	1	879	0.00113765642776	conservedPlasmodiumprotein,unknownfunction
PF3D7_0211500	15	3738	0.00401284109149	GAFdomain-relatedprotein,putative
PF3D7_0211700	2	3702	0.000540248514317	proteinkinase,putative(TKL1)
PF3D7_0211800	2	1833	0.00109110747409	asparagine--tRNAligase,putative
PF3D7_0211900	1	1353	0.000739098300074	conservedPlasmodiumprotein,unknownfunction
PF3D7_0212100	3	5535	0.000542005420054	conservedPlasmodiumprotein,unknownfunction
PF3D7_0212200	1	768	0.00130208333333	mitochondrialribosomalproteinL12precursor,putative
PF3D7_0212300	2	1284	0.00155763239875	peptidechainreleasefactorsubunit1,putative
PF3D7_0212400	34	12276	0.00276963180189	conservedPlasmodiummembraneprotein,unknownfunction
PF3D7_0212500	33	11973	0.00275620145327	conservedPlasmodiumprotein,unknownfunction
PF3D7_0212600	1	753	0.00132802124834	secretedproteinalteredthrombospondinrepeatprotein(SPATR)
PF3D7_0212700	2	1344	0.0014880952381	conservedPlasmodiumprotein,unknownfunction
PF3D7_0212800	2	3675	0.000544217687075	multidrugeffluxpump,putative
PF3D7_0212900	1	1098	0.000910746812386	Leu/Phe-tRNAproteintransferase,putative
PF3D7_0213000	2	501	0.00399201596806	conservedPlasmodiumprotein,unknownfunction
PF3D7_0213100	3	987	0.00303951367781	heatshockprotein40,putative
PF3D7_0213600	10	7257	0.00137797988149	conservedPlasmodiumprotein,unknownfunction
PF3D7_0213900	3	3501	0.000856898029135	conservedPlasmodiumprotein,unknownfunction
PF3D7_0214100	2	4416	0.000452898550725	proteintransportproteinsec31(SEC31)
PF3D7_0214300	3	7503	0.000399840063974	conservedPlasmodiumprotein,unknownfunction
PF3D7_0214400	4	1860	0.00215053763441	conservedPlasmodiumprotein,unknownfunction
PF3D7_0214600	6	5145	0.00116618075802	serine/threonineproteinkinase,putative
PF3D7_0214800	4	4116	0.000971817298348	conservedPlasmodiummembraneprotein,unknownfunction
PF3D7_0214900	11	2853	0.00385559060638	rhoptryneckprotein6(RON6)
PF3D7_0215000	38	2658	0.0142964635064	acyl-CoAsynthetase(ACS9)
PF3D7_0215100	1	897	0.00111482720178	RINGzincfingerprotein,putative
PF3D7_0215300	3	2667	0.00112485939258	acyl-CoAsynthetase(ACS8)
PF3D7_0215400	5	2919	0.00171291538198	conservedPlasmodiumprotein,unknownfunction
PF3D7_0215500	3	2295	0.00130718954248	conservedPlasmodiumprotein,unknownfunction
PF3D7_0215700	5	4023	0.00124285359185	DNA-directedRNApolymeraseIIsecondlargestsubunit,putative
PF3D7_0215800	13	2700	0.00481481481481	originrecognitioncomplexsubunit5(ORC5)
PF3D7_0216000	24	5994	0.004004004004	DEAD/DEAHboxhelicase,putative
PF3D7_0216100	1	3549	0.000281769512539	conservedPlasmodiumprotein,unknownfunction
PF3D7_0216200	1	684	0.00146198830409	conservedPlasmodiumprotein,unknownfunction
PF3D7_0216300	6	4146	0.00144717800289	conservedPlasmodiumprotein,unknownfunction
PF3D7_0216400	1	2169	0.000461041954818	vacuolarprotein-sortingproteinVPS45,putative
PF3D7_0216500	6	4932	0.00121654501217	conservedPlasmodiumprotein,unknownfunction
PF3D7_0216600	1	2061	0.000485201358564	MtN3-likeprotein
PF3D7_0216700.1	4	4152	0.000963391136802	conservedPlasmodiumprotein,unknownfunction
PF3D7_0216700.2	4	4134	0.000967585873246	conservedPlasmodiumprotein,unknownfunction
PF3D7_0216800	1	3369	0.000296823983378	conservedPlasmodiummembraneprotein,unknownfunction
PF3D7_0216900	2	1650	0.00121212121212	conservedPlasmodiumprotein,unknownfunction
PF3D7_0217000	1	2931	0.000341180484476	conservedPlasmodiummembraneprotein,unknownfunction
PF3D7_0217200	3	5454	0.000550055005501	conservedPlasmodiumprotein,unknownfunction
PF3D7_0217600	3	5133	0.000584453535944	conservedPlasmodiumprotein,unknownfunction
PF3D7_0217700	1	705	0.00141843971631	E2F-associatedphosphoprotein,putative
PF3D7_0218000	1	993	0.00100704934542	replicationfactorC,subunit2,putative
PF3D7_0218100	1	1068	0.000936329588015	conservedPlasmodiummembraneprotein,unknownfunction
PF3D7_0218200	1	2424	0.000412541254125	conservedPlasmodiumprotein,unknownfunction
PF3D7_0218400	1	1689	0.000592066311427	DEAD/DEAHboxATP-dependentRNAhelicase,putative
PF3D7_0218600	9	7143	0.0012599748005	conservedPlasmodiumprotein,unknownfunction
PF3D7_0218700	2	1449	0.00138026224983	pre-mRNA-processingprotein45,putative(PRP45)
PF3D7_0219100	1	1281	0.000780640124902	conservedprotein,unknownfunction
PF3D7_0219500	1	1017	0.000983284169125	pseudouridinesynthase,putative
PF3D7_0219600	5	2715	0.00184162062615	replicationfactorCsubunit1,putative
PF3D7_0219700	3	888	0.00337837837838	Plasmodiumexportedprotein(PHISTc),unknownfunction(GEXP20)
PF3D7_0219800	1	960	0.00104166666667	Plasmodiumexportedprotein(PHISTc),unknownfunction
PF3D7_0220000	8	4677	0.0017104981826	liverstageantigen3(LSA3)
PF3D7_0220100	4	2994	0.00133600534402	DnaJprotein,putative
PF3D7_0220200	1	543	0.00184162062615	Plasmodiumexportedprotein,unknownfunction
PF3D7_0220400	2	2010	0.000995024875622	DnaJprotein,putative,pseudogene
PF3D7_0220500	1	816	0.00122549019608	Plasmodiumexportedprotein(hyp2),unknownfunction
PF3D7_0220800	3	4323	0.000693962526024	cytoadherencelinkedasexualprotein2(CLAG2)
PF3D7_0221600	2	621	0.00322061191626	Plasmodiumexportedprotein,unknownfunction,pseudogene
PF3D7_0221700	2	1482	0.00134952766532	Plasmodiumexportedprotein,unknownfunction
PF3D7_0221900	1	1257	0.00079554494829	erythrocytemembraneprotein1(PfEMP1),pseudogene
PF3D7_0222000	2	849	0.00235571260306	RESA-likeprotein
PF3D7_0222400	1	1080	0.000925925925926	rifin,pseudogene(RIF)
PF3D7_0222700	1	1047	0.000955109837631	rifin(RIF)
PF3D7_0222800	1	915	0.00109289617486	stevor
PF3D7_0222900	4	1356	0.00294985250737	erythrocytemembraneprotein1(PfEMP1),exon2,pseudogene(VAR)
PF3D7_0223200	1	1038	0.000963391136802	rifin(RIF)
PF3D7_0223300	3	1296	0.00231481481481	erythrocytemembraneprotein1(PfEMP1),exon2
PF3D7_0223500	7	6534	0.00107131925314	erythrocytemembraneprotein1,PfEMP1(VAR)
PF3D7_0300100	7	6630	0.00105580693816	erythrocytemembraneprotein1,PfEMP1(VAR)
PF3D7_0300300	2	1377	0.00145243282498	erythrocytemembraneprotein1(PfEMP1),exon2,pseudogene(VAR)
PF3D7_0300400	1	891	0.00112233445567	stevor
PF3D7_0300500	1	1080	0.000925925925926	rifin(RIF)
PF3D7_0301000	2	2460	0.000813008130081	acyl-CoAsynthetase(ACS2)
PF3D7_0301200	4	1833	0.00218221494817	serine/threonineproteinkinase,FIKKfamily(FIKK3)
PF3D7_0301400	6	732	0.00819672131148	Plasmodiumexportedprotein,unknownfunction
PF3D7_0301500	1	855	0.00116959064327	Plasmodiumexportedprotein,unknownfunction
PF3D7_0301600	5	2199	0.00227376080036	Plasmodiumexportedprotein(hyp1),unknownfunction(GEXP21)
PF3D7_0301700	4	954	0.0041928721174	Plasmodiumexportedprotein,unknownfunction
PF3D7_0301800	1	774	0.00129198966408	Plasmodiumexportedprotein,unknownfunction
PF3D7_0302000	4	1803	0.00221852468109	golgiorganizationandbiogenesisfactor,putative
PF3D7_0302100	14	4017	0.00348518795121	serine/threonineproteinkinase(SRPK1)
PF3D7_0302200	2	4251	0.000470477534698	cytoadherencelinkedasexualprotein3.2(CLAG3.2)
PF3D7_0302300	3	4244	0.000706880301602	erythrocytemembraneprotein1(PfEMP1),pseudogene
PF3D7_0302400	1	1171	0.000853970964987	unspecifiedproduct
PF3D7_0302500	2	4254	0.000470145745181	cytoadherencelinkedasexualprotein3.1(CLAG3.1)
PF3D7_0302600	3	4098	0.000732064421669	ABCtransporter,(TAPfamily),putative
PF3D7_0302700	1	459	0.00217864923747	CDGSHiron-sulfurdomain-containingprotein,putative
PF3D7_0302900	3	3765	0.000796812749004	exportin1,putative
PF3D7_0303000	2	2352	0.000850340136054	N-ethylmaleimidesensitivefusionprotein(NSF)
PF3D7_0303100	7	4326	0.00161812297735	conservedPlasmodiumprotein,unknownfunction
PF3D7_0303200	9	3489	0.00257953568358	HADsuperfamilyprotein,putative
PF3D7_0303300	2	462	0.004329004329	DNA-directedRNApolymerasesubunitI,putative
PF3D7_0303400	2	1851	0.00108049702863	palmitoyltransferase(AnkDHHC)
PF3D7_0303500	37	6681	0.00553809309984	spindlepolebodyprotein,putative
PF3D7_0303700	3	1347	0.0022271714922	dihydrolipoamideacyltransferase,putative
PF3D7_0303800	3	1782	0.0016835016835	IBRdomainprotein,putative
PF3D7_0304100	1	1578	0.00063371356147	membraneskeletalproteinIMC1-related(ALV2)
PF3D7_0304200	1	1578	0.00063371356147	EH(Eps15homology)protein(PAST1)
PF3D7_0304300	4	4290	0.000932400932401	conservedPlasmodiumprotein,unknownfunction
PF3D7_0304600	1	1194	0.000837520938023	circumsporozoite(CS)protein(CSP)
PF3D7_0304700	3	1419	0.00211416490486	conservedPlasmodiumprotein,unknownfunction
PF3D7_0305000	1	1173	0.000852514919011	elongationfactorTs(EF-Ts)
PF3D7_0305100	19	11937	0.00159168970428	conservedPlasmodiumprotein,unknownfunction
PF3D7_0305200	4	3420	0.00116959064327	conservedPlasmodiumprotein,unknownfunction
PF3D7_0305300	7	2871	0.00243817485197	conservedPlasmodiummembraneprotein,unknownfunction
PF3D7_0305500	47	11802	0.0039823758685	conservedPlasmodiumprotein,unknownfunction
PF3D7_0305800	35	3345	0.0104633781764	P-loopcontainingnucleosidetriphospahtehydrolase,putative
PF3D7_0306100	4	1887	0.00211976682565	conservedPlasmodiumprotein,unknownfunction
PF3D7_0306400	3	1962	0.00152905198777	FAD-dependentglycerol-3-phosphatedehydrogenase,putative
PF3D7_0306500	2	900	0.00222222222222	conservedPlasmodiumprotein,unknownfunction
PF3D7_0306800	1	1602	0.000624219725343	T-complexproteinbetasubunit,putative
PF3D7_0307300	5	1533	0.00326157860404	EB1homolog,putative
PF3D7_0307700	23	5481	0.00419631454114	conservedPlasmodiumprotein,unknownfunction
PF3D7_0307800	7	2100	0.00333333333333	conservedPlasmodiumprotein,unknownfunction
PF3D7_0307900	30	11175	0.00268456375839	conservedPlasmodiumprotein,unknownfunction
PF3D7_0308000	2	1497	0.00133600534402	DNApolymeraseepsilonsubunitb,putative
PF3D7_0308100	7	5136	0.00136292834891	conservedPlasmodiumprotein,unknownfunction
PF3D7_0308300	3	1014	0.00295857988166	conservedPlasmodiumprotein,unknownfunction
PF3D7_0308600	2	1599	0.00125078173859	pre-mRNA-processingfactor19,putative(PRPF19)
PF3D7_0308700	1	1479	0.000676132521974	conservedPlasmodiumprotein,unknownfunction
PF3D7_0308900	8	4161	0.00192261475607	splicingfactor3Bsubunit1,putative(SF3B1)
PF3D7_0309100	1	537	0.00186219739292	conservedPlasmodiumprotein,unknownfunction
PF3D7_0309200	15	4953	0.0030284675954	serine/threonineproteinkinase,putative(ARK2)
PF3D7_0309300	2	2868	0.000697350069735	N2227-likeprotein,putative
PF3D7_0309500	3	1833	0.00163666121113	asparaginesynthetase,putative
PF3D7_0309600	1	339	0.00294985250737	60SacidicribosomalproteinP2(PfP2)
PF3D7_0309900	12	5022	0.00238948626045	conservedPlasmodiumprotein,unknownfunction
PF3D7_0310100	2	1689	0.00118413262285	calcium-dependentproteinkinase3(CDPK3)
PF3D7_0310200	41	13653	0.003003003003	phdfingerprotein,putative
PF3D7_0310300	2	3498	0.000571755288736	phosphoglyceratemutase,putative
PF3D7_0310400	19	3885	0.0048906048906	parasite-infectederythrocytesurfaceprotein(PIESP1)
PF3D7_0310500	8	6810	0.00117474302496	DEADboxhelicase,putative
PF3D7_0310900	4	2361	0.00169419737399	conservedPlasmodiumprotein,unknownfunction
PF3D7_0311000	1	618	0.00161812297735	conservedPlasmodiumprotein,unknownfunction
PF3D7_0311200	6	4104	0.00146198830409	valine--tRNAligase,putative
PF3D7_0311300	6	2862	0.0020964360587	phosphatidylinositol3-and4-kinase,putative
PF3D7_0311400	5	7548	0.000662427133015	proteinkinase,putative
PF3D7_0311600	2	2109	0.00094831673779	dolichyl-diphosphooligosaccharide--proteinglycosyltransferasesubunit1,putative
PF3D7_0311800	4	1830	0.00218579234973	conservedprotein,unknownfunction
PF3D7_0311900	2	2307	0.00086692674469	conservedPlasmodiumprotein,unknownfunction
PF3D7_0312100	1	2511	0.000398247710076	RINGzincfingerprotein,putative
PF3D7_0312200	3	3711	0.000808407437348	TPRdomaincontainingprotein
PF3D7_0312400	4	1323	0.00302343159486	glycogensynthasekinase3(GSK3)
PF3D7_0312500	1	1740	0.000574712643678	transporter,putative
PF3D7_0312800	2	381	0.00524934383202	60SribosomalproteinL26,putative
PF3D7_0312900	2	822	0.00243309002433	hypotheticalprotein
PF3D7_0313000	1	1041	0.000960614793468	conservedPlasmodiumprotein,unknownfunction
PF3D7_0313400	2	2355	0.000849256900212	conservedPlasmodiumprotein,unknownfunction
PF3D7_0313500	4	2736	0.00146198830409	GTP-bindingproteinEngA,putative
PF3D7_0313600	2	1785	0.00112044817927	conservedPlasmodiumprotein,unknownfunction
PF3D7_0313700.1	4	1560	0.0025641025641	conservedPlasmodiumprotein,unknownfunction
PF3D7_0313700.2	2	1056	0.00189393939394	conservedPlasmodiumprotein,unknownfunction
PF3D7_0313800	5	1986	0.00251762336354	conservedPlasmodiumprotein,unknownfunction
PF3D7_0313900	1	3291	0.00030385900942	conservedPlasmodiumprotein,unknownfunction
PF3D7_0314000	4	828	0.0048309178744	co-chaperonep23(P23)
