ID	Hits	Length	Normalized	Product
PF3D7_0220800	2	4323	0.000462641684016	cytoadherencelinkedasexualprotein2(CLAG2)
PF3D7_0221200	1	621	0.00161030595813	Plasmodiumexportedprotein(hyp15),unknownfunction
PF3D7_0221300	1	1104	0.000905797101449	Plasmodiumexportedprotein,unknownfunction,pseudogene
PF3D7_0221900	1	1257	0.00079554494829	erythrocytemembraneprotein1(PfEMP1),pseudogene
PF3D7_0222000	1	849	0.00117785630153	RESA-likeprotein
PF3D7_0222800	1	915	0.00109289617486	stevor
PF3D7_0223200	1	1038	0.000963391136802	rifin(RIF)
PF3D7_0223300	1	1296	0.000771604938272	erythrocytemembraneprotein1(PfEMP1),exon2
PF3D7_0300100	5	6630	0.000754147812971	erythrocytemembraneprotein1,PfEMP1(VAR)
PF3D7_0300400	2	891	0.00224466891134	stevor
PF3D7_0301000	1	2460	0.000406504065041	acyl-CoAsynthetase(ACS2)
PF3D7_0301400	1	732	0.00136612021858	Plasmodiumexportedprotein,unknownfunction
PF3D7_0301600	2	2199	0.000909504320146	Plasmodiumexportedprotein(hyp1),unknownfunction(GEXP21)
PF3D7_0301900	1	1197	0.000835421888053	conservedPlasmodiumprotein,unknownfunction
PF3D7_0302000	1	1803	0.000554631170272	golgiorganizationandbiogenesisfactor,putative
PF3D7_0302100	1	4017	0.000248941996515	serine/threonineproteinkinase(SRPK1)
PF3D7_0302300	1	4244	0.000235626767201	erythrocytemembraneprotein1(PfEMP1),pseudogene
PF3D7_0302600	2	4098	0.000488042947779	ABCtransporter,(TAPfamily),putative
PF3D7_0302800	1	1260	0.000793650793651	conservedPlasmodiumprotein,unknownfunction
PF3D7_0302900	1	3765	0.000265604249668	exportin1,putative
PF3D7_0303000	1	2352	0.000425170068027	N-ethylmaleimidesensitivefusionprotein(NSF)
PF3D7_0303200	2	3489	0.000573230151906	HADsuperfamilyprotein,putative
PF3D7_0303400	2	1851	0.00108049702863	palmitoyltransferase(AnkDHHC)
PF3D7_0303500	1	6681	0.000149678191887	spindlepolebodyprotein,putative
PF3D7_0303600	2	540	0.0037037037037	plasmoredoxin(Plrx)
PF3D7_0304000	1	2586	0.000386697602475	innermembranecomplexprotein1a,putative(IMC1a)
PF3D7_0304100	3	1578	0.00190114068441	membraneskeletalproteinIMC1-related(ALV2)
PF3D7_0304300	1	4290	0.0002331002331	conservedPlasmodiumprotein,unknownfunction
PF3D7_0304600	1	1194	0.000837520938023	circumsporozoite(CS)protein(CSP)
PF3D7_0304800	1	4341	0.000230361667818	conservedPlasmodiummembraneprotein,unknownfunction
PF3D7_0305000	1	1173	0.000852514919011	elongationfactorTs(EF-Ts)
PF3D7_0305100	12	11937	0.00100527770797	conservedPlasmodiumprotein,unknownfunction
PF3D7_0305200	3	3420	0.000877192982456	conservedPlasmodiumprotein,unknownfunction
PF3D7_0305300	2	2871	0.000696621386277	conservedPlasmodiummembraneprotein,unknownfunction
PF3D7_0305500	2	11802	0.000169462802915	conservedPlasmodiumprotein,unknownfunction
PF3D7_0305600	2	1854	0.00107874865156	APendonuclease(DNA-[apurinicorapyrimidinicsite]lyase),putative
PF3D7_0306100	1	1887	0.000529941706412	conservedPlasmodiumprotein,unknownfunction
PF3D7_0306600	1	258	0.00387596899225	conservedPlasmodiumprotein,unknownfunction
PF3D7_0307100	1	426	0.00234741784038	40SribosomalproteinS12,putative
PF3D7_0307700	1	5481	0.000182448458311	conservedPlasmodiumprotein,unknownfunction
PF3D7_0307800	1	2100	0.00047619047619	conservedPlasmodiumprotein,unknownfunction
PF3D7_0307900	6	11175	0.000536912751678	conservedPlasmodiumprotein,unknownfunction
PF3D7_0308100	3	5136	0.000584112149533	conservedPlasmodiumprotein,unknownfunction
PF3D7_0308200	1	1620	0.000617283950617	TCP-1/cpn60chaperoninfamily,putative
PF3D7_0308300	1	1014	0.000986193293886	conservedPlasmodiumprotein,unknownfunction
PF3D7_0308400	1	119	0.00840336134454	U4SpliceosomalRNA
PF3D7_0308900	1	4161	0.000240326844509	splicingfactor3Bsubunit1,putative(SF3B1)
PF3D7_0309100	1	537	0.00186219739292	conservedPlasmodiumprotein,unknownfunction
PF3D7_0309200	1	4953	0.000201897839693	serine/threonineproteinkinase,putative(ARK2)
PF3D7_0309700	1	1827	0.000547345374932	SECIS-bindingprotein2,putative(SBP2)
PF3D7_0309900	2	5022	0.000398247710076	conservedPlasmodiumprotein,unknownfunction
PF3D7_0310000	1	594	0.0016835016835	conservedPlasmodiumprotein,unknownfunction
PF3D7_0310100	2	1689	0.00118413262285	calcium-dependentproteinkinase3(CDPK3)
PF3D7_0310200	2	13653	0.000146487951366	phdfingerprotein,putative
PF3D7_0310400	1	3885	0.0002574002574	parasite-infectederythrocytesurfaceprotein(PIESP1)
PF3D7_0310500	2	6810	0.000293685756241	DEADboxhelicase,putative
PF3D7_0310900	2	2361	0.000847098686997	conservedPlasmodiumprotein,unknownfunction
PF3D7_0311200	1	4104	0.000243664717349	valine--tRNAligase,putative
PF3D7_0311300	1	2862	0.000349406009783	phosphatidylinositol3-and4-kinase,putative
PF3D7_0311400	2	7548	0.000264970853206	proteinkinase,putative
PF3D7_0311600	2	2109	0.00094831673779	dolichyl-diphosphooligosaccharide--proteinglycosyltransferasesubunit1,putative
PF3D7_0312200	2	3711	0.000538938291566	TPRdomaincontainingprotein
PF3D7_0312300	1	915	0.00109289617486	26SproteasomeregulatorysubunitS14,putative
PF3D7_0312400	1	1323	0.000755857898715	glycogensynthasekinase3(GSK3)
PF3D7_0313400	1	2355	0.000424628450106	conservedPlasmodiumprotein,unknownfunction
PF3D7_0313500	1	2736	0.000365497076023	GTP-bindingproteinEngA,putative
PF3D7_0313700.1	2	1560	0.00128205128205	conservedPlasmodiumprotein,unknownfunction
PF3D7_0313700.2	1	1056	0.00094696969697	conservedPlasmodiumprotein,unknownfunction
PF3D7_0314000	1	828	0.0012077294686	co-chaperonep23(P23)
PF3D7_0314100.1	1	597	0.00167504187605	vesicletransportv-SNAREprotein,putative
PF3D7_0314100.2	2	213	0.0093896713615	vesicletransportv-SNAREprotein,putative
PF3D7_0314200	1	4158	0.0002405002405	conservedPlasmodiumprotein,unknownfunction
PF3D7_0314300	1	1359	0.000735835172921	DER1-likeprotein(Der1-2)
PF3D7_0314400	2	927	0.00215749730313	serine/threonineproteinphosphatase,putative
PF3D7_0314500	1	750	0.00133333333333	conservedPlasmodiumprotein,unknownfunction
PF3D7_0314800	1	3123	0.000320204931156	conservedPlasmodiumprotein,unknownfunction
PF3D7_0315200	4	6345	0.000630417651694	circumsporozoite-andTRAP-relatedprotein(CTRP)
PF3D7_0315300	3	5304	0.000565610859729	conservedPlasmodiumprotein,unknownfunction
PF3D7_0315700	1	2811	0.000355745286375	conservedPlasmodiummembraneprotein,unknownfunction
PF3D7_0316000	1	924	0.00108225108225	conservedPlasmodiumprotein,unknownfunction
PF3D7_0316200	2	7272	0.00027502750275	conservedPlasmodiumprotein,unknownfunction
PF3D7_0316300.1	1	1143	0.00087489063867	inorganicpyrophosphatase,putative
PF3D7_0316300.2	1	1296	0.000771604938272	inorganicpyrophosphatase,putative
PF3D7_0316400	6	3027	0.001982160555	conservedPlasmodiumprotein,unknownfunction
PF3D7_0316900	1	1803	0.000554631170272	RINGzincfingerprotein,putative
PF3D7_0317000	1	759	0.00131752305665	proteasomecomponentC8,putative
PF3D7_0317100	2	2910	0.000687285223368	conservedPlasmodiumprotein,unknownfunction
PF3D7_0317200	2	4662	0.000429000429	cdc2-relatedproteinkinase4(CRK4)
PF3D7_0317300	6	10185	0.000589101620029	conservedPlasmodiumprotein,unknownfunction
PF3D7_0317600	1	486	0.00205761316872	40SribosomalproteinS11,putative
PF3D7_0317700	3	8613	0.000348310693138	CPSF(cleavageandpolyadenylationspecificfactor),subunitA,putative
PF3D7_0318200	6	7374	0.000813669650122	DNA-directedRNApolymeraseII,putative
PF3D7_0318300	1	3360	0.000297619047619	conservedPlasmodiumprotein,unknownfunction
PF3D7_0318400	1	1776	0.000563063063063	conservedPlasmodiumprotein,unknownfunction
PF3D7_0318500	4	14946	0.000267630135153	conservedPlasmodiumprotein,unknownfunction
PF3D7_0318600	1	3054	0.000327439423707	cleavageandpolyadenylationspecifityfactor,putative
PF3D7_0318900	2	1323	0.00151171579743	conservedprotein,unknownfunction
PF3D7_0319000	1	5595	0.00017873100983	P-typeATPase,putative(ATPase7)
PF3D7_0319200	1	2721	0.000367511944138	endonuclease/exonuclease/phosphatasefamilyprotein,putative
PF3D7_0319400	2	4092	0.000488758553275	kinesin-8,putative
PF3D7_0319700	1	9402	0.000106360348862	ABCtransporter,putative
PF3D7_0320000	2	435	0.00459770114943	conservedPlasmodiumprotein,unknownfunction
PF3D7_0320300	1	1608	0.000621890547264	T-complexprotein1epsilonsubunit,putative
PF3D7_0320400	1	9258	0.000108014689998	oocystcapsuleprotein(Cap380)
PF3D7_0321100	1	5535	0.000180668473351	conservedPlasmodiumprotein,unknownfunction
PF3D7_0321300	1	2751	0.000363504180298	conservedPlasmodiumprotein,unknownfunction
PF3D7_0321400	1	960	0.00104166666667	proteinkinase,putative
PF3D7_0321500	1	3225	0.00031007751938	peptidase,putative
PF3D7_0321600	1	2208	0.000452898550725	ATP-dependentRNAhelicase,putative
PF3D7_0321700	1	5841	0.000171203561034	microtubuleandactinbindingprotein,putative
PF3D7_0321800	5	8121	0.000615687723187	conservedPlasmodiumprotein,unknownfunction
PF3D7_0321900	1	3852	0.000259605399792	cyclicamineresistancelocusprotein(CARL)
PF3D7_0322100	1	1776	0.000563063063063	RNAtriphosphatase(Prt1)
PF3D7_0322400	1	2604	0.000384024577573	regulatorofinitiationfactor2(eIF2)
PF3D7_0322600	1	4044	0.00024727992087	conservedPlasmodiumprotein,unknownfunction
PF3D7_0322700	3	9291	0.000322893122376	conservedPlasmodiumprotein,unknownfunction
PF3D7_0323100	2	4629	0.000432058759991	conservedPlasmodiumprotein,unknownfunction
PF3D7_0323700	3	2082	0.0014409221902	U4/U6.U5tri-snRNP-associatedprotein1,putative(SART1)
PF3D7_0323800	1	2934	0.000340831629175	conservedPlasmodiumprotein,unknownfunction
PF3D7_0324000	1	849	0.00117785630153	RESA-likeprotein
PF3D7_0324400	1	1050	0.000952380952381	rifin(RIF)
PF3D7_0324600	3	906	0.00331125827815	stevor
PF3D7_0324900	1	6510	0.000153609831029	erythrocytemembraneprotein1,PfEMP1(VAR)
PF3D7_0400100	3	7941	0.000377786173026	erythrocytemembraneprotein1,PfEMP1(VAR)
PF3D7_0400400	3	10404	0.000288350634371	erythrocytemembraneprotein1,PfEMP1(VAR)
PF3D7_0400700	1	1143	0.00087489063867	rifin(RIF)
PF3D7_0400800	2	870	0.00229885057471	stevor
PF3D7_0401600.1	1	1044	0.00095785440613	rifin(RIF)
PF3D7_0401600.2	1	1041	0.000960614793468	rifin(RIF)
PF3D7_0401800	3	1683	0.0017825311943	Plasmodiumexportedprotein(PHISTb),unknownfunction(PfD80)
PF3D7_0402200	8	6660	0.0012012012012	surface-associatedinterspersedprotein4.1(SURFIN4.1),pseudogene(SURF4.1)
PF3D7_0402300	6	8916	0.000672947510094	reticulocytebindingproteinhomologue1,normocytebindingprotein1(RH1)
PF3D7_0402400	1	765	0.00130718954248	Plasmodiumexportedprotein,unknownfunction(GEXP18)
PF3D7_0402500	1	990	0.0010101010101	rifin,pseudogene(RIF)
PF3D7_0402600	1	906	0.00110375275938	stevor
PF3D7_0402900	2	300	0.00666666666667	probableprotein,unknownfunction
PF3D7_0403400	1	11478	8.71231921938e-05	conservedPlasmodiumprotein,unknownfunction
PF3D7_0403500	1	1203	0.000831255195345	ubiquitinspecificprotease,putative
PF3D7_0403600	1	2307	0.000433463372345	conservedPlasmodiumprotein,unknownfunction
PF3D7_0403700	2	2343	0.000853606487409	CGI-201protein,shortform
PF3D7_0403800	1	2205	0.000453514739229	alpha/betahydrolase,putative
PF3D7_0403900	2	3561	0.000561639988767	SETdomainprotein,putative(SET8)
PF3D7_0404500	1	1437	0.000695894224078	6-cysteineprotein(P52)
PF3D7_0404600	4	12417	0.00032213900298	conservedPlasmodiummembraneprotein,unknownfunction
PF3D7_0404700	3	2820	0.00106382978723	dipeptidylpeptidase3(DPAP3)
PF3D7_0404800	1	1704	0.000586854460094	conservedPlasmodiumprotein,unknownfunction
PF3D7_0405000	1	1704	0.000586854460094	ATP-dependentRNAhelicase,putative
PF3D7_0405100	1	4053	0.000246730816679	Sec24subunitb(SEC24b)
PF3D7_0405200	1	1740	0.000574712643678	ag-1bloodstagemembraneproteinhomologue(PfMAg-1)
PF3D7_0405300	7	5895	0.00118744698897	sequestrin(LISP2)
PF3D7_0405400	1	9411	0.000106258633514	pre-mRNA-processing-splicingfactor8,putative(PRPF8)
PF3D7_0405900	1	2196	0.000455373406193	apicalsushiprotein(ASP)
PF3D7_0406000	1	1527	0.000654878847413	conservedPlasmodiumprotein,unknownfunction
PF3D7_0406100	1	1485	0.000673400673401	vacuolarATPsynthasesubunitb
PF3D7_0406200	1	474	0.00210970464135	sexualstage-specificproteinprecursor(Pfs16)
PF3D7_0406400	2	792	0.00252525252525	cytosolicglyoxalaseII(cGloII)
PF3D7_0406500	1	9636	0.000103777501038	conservedPlasmodiumprotein,unknownfunction
PF3D7_0406700	4	2544	0.00157232704403	conservedPlasmodiumprotein,unknownfunction
PF3D7_0406800	1	861	0.00116144018583	conservedPlasmodiumprotein,unknownfunction
PF3D7_0407000	2	1218	0.00164203612479	conservedPlasmodiumprotein,unknownfunction
PF3D7_0407500	1	1143	0.00087489063867	mitochondrialcarrierprotein,putative
PF3D7_0407600	4	3639	0.00109920307777	conservedPlasmodiumprotein,unknownfunction
PF3D7_0407700	1	4890	0.000204498977505	conservedPlasmodiumprotein,unknownfunction
PF3D7_0407800	2	5883	0.000339962604114	conservedPlasmodiumprotein,unknownfunction
PF3D7_0408100	3	3366	0.000891265597148	conservedPlasmodiumprotein,unknownfunction
